Model,Threshold,Accuracy,Precision,Recall,F1 Score,ROC-AUC,PR-AUC,Predicted Churners,Business Score
Tuned Decision Tree,0.5799999999999997,0.85125,0.8666666666666667,0.31901840490797545,0.4663677130044843,0.8474371815739038,0.6453918337682708,120,0.5401651581428192
Tuned Decision Tree,0.5899999999999997,0.85125,0.8666666666666667,0.31901840490797545,0.4663677130044843,0.8474371815739038,0.6453918337682708,120,0.5401651581428192
Tuned Decision Tree,0.5999999999999998,0.85125,0.8666666666666667,0.31901840490797545,0.4663677130044843,0.8474371815739038,0.6453918337682708,120,0.5401651581428192
Tuned Decision Tree,0.6099999999999998,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6199999999999998,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6299999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6399999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6499999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6599999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6699999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6799999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6899999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.6999999999999996,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.7099999999999996,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.7199999999999996,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.7299999999999996,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.7399999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.7499999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.7599999999999997,0.850625,0.8849557522123894,0.3067484662576687,0.45558086560364464,0.8474371815739038,0.6453918337682708,113,0.5388874962110162
Tuned Decision Tree,0.7699999999999997,0.835625,0.8888888888888888,0.22085889570552147,0.3538083538083538,0.8474371815739038,0.6453918337682708,81,0.48125928494026654
Tuned Decision Tree,0.7799999999999997,0.835625,0.8888888888888888,0.22085889570552147,0.3538083538083538,0.8474371815739038,0.6453918337682708,81,0.48125928494026654
Tuned Decision Tree,0.7899999999999996,0.835625,0.8888888888888888,0.22085889570552147,0.3538083538083538,0.8474371815739038,0.6453918337682708,81,0.48125928494026654
Tuned Decision Tree,0.7999999999999996,0.83375,0.8947368421052632,0.2085889570552147,0.3383084577114428,0.8474371815739038,0.6453918337682708,76,0.4746846169539773
Tuned Decision Tree,0.8099999999999996,0.83375,0.8947368421052632,0.2085889570552147,0.3383084577114428,0.8474371815739038,0.6453918337682708,76,0.4746846169539773
Tuned Decision Tree,0.8199999999999996,0.83375,0.8947368421052632,0.2085889570552147,0.3383084577114428,0.8474371815739038,0.6453918337682708,76,0.4746846169539773
Tuned Decision Tree,0.8299999999999996,0.8275,0.9032258064516129,0.17177914110429449,0.28865979381443296,0.8474371815739038,0.6453918337682708,62,0.4511616045178836
Tuned Decision Tree,0.8399999999999996,0.8275,0.9032258064516129,0.17177914110429449,0.28865979381443296,0.8474371815739038,0.6453918337682708,62,0.4511616045178836
Tuned Decision Tree,0.8499999999999996,0.8275,0.9032258064516129,0.17177914110429449,0.28865979381443296,0.8474371815739038,0.6453918337682708,62,0.4511616045178836
Tuned Decision Tree,0.8599999999999995,0.8275,0.9032258064516129,0.17177914110429449,0.28865979381443296,0.8474371815739038,0.6453918337682708,62,0.4511616045178836
Tuned Decision Tree,0.8699999999999996,0.8275,0.9032258064516129,0.17177914110429449,0.28865979381443296,0.8474371815739038,0.6453918337682708,62,0.4511616045178836
Tuned Decision Tree,0.8799999999999996,0.8275,0.9032258064516129,0.17177914110429449,0.28865979381443296,0.8474371815739038,0.6453918337682708,62,0.4511616045178836
Tuned Decision Tree,0.8899999999999996,0.825625,0.8983050847457628,0.16257668711656442,0.2753246753246753,0.8474371815739038,0.6453918337682708,59,0.44263122392840604
Tuned Decision Tree,0.8999999999999996,0.816875,0.9024390243902439,0.11349693251533742,0.2016348773841962,0.8474371815739038,0.6453918337682708,41,0.4072542536453264
