Model,Threshold,Accuracy,Precision,Recall,F1 Score,ROC-AUC,PR-AUC,Predicted Churners,Business Score
Tuned XGBoost,0.3199999999999999,0.6575,0.3633004926108374,0.9049079754601227,0.5184534270650264,0.8635354566555269,0.69506319499786,812,0.6380544467838536
Tuned XGBoost,0.32999999999999985,0.665,0.3684210526315789,0.901840490797546,0.5231316725978647,0.8635354566555269,0.69506319499786,798,0.6394019237995212
Tuned XGBoost,0.33999999999999986,0.675625,0.3764404609475032,0.901840490797546,0.5311653116531165,0.8635354566555269,0.69506319499786,781,0.6438154445211451
Tuned XGBoost,0.34999999999999987,0.68625,0.38451443569553806,0.8987730061349694,0.5386029411764706,0.8635354566555269,0.69506319499786,762,0.6467484934894687
Tuned XGBoost,0.3599999999999999,0.69125,0.3877005347593583,0.8895705521472392,0.5400372439478585,0.8635354566555269,0.69506319499786,748,0.6440093844216048
Tuned XGBoost,0.3699999999999999,0.705,0.39917127071823205,0.8865030674846626,0.5504761904761905,0.8635354566555269,0.69506319499786,724,0.6487315632147176
Tuned XGBoost,0.3799999999999999,0.71875,0.4096209912536443,0.8619631901840491,0.5553359683794467,0.8635354566555269,0.69506319499786,686,0.642317976197487
Tuned XGBoost,0.3899999999999999,0.73,0.4194528875379939,0.8466257668711656,0.5609756097560976,0.8635354566555269,0.69506319499786,658,0.639985227681542
Tuned XGBoost,0.3999999999999998,0.735625,0.4243369734789392,0.8343558282208589,0.562564632885212,0.8635354566555269,0.69506319499786,641,0.6364909899940576
Tuned XGBoost,0.4099999999999998,0.744375,0.4333868378812199,0.8282208588957055,0.5690200210748156,0.8635354566555269,0.69506319499786,623,0.6381887839764576
Tuned XGBoost,0.4199999999999998,0.750625,0.4402618657937807,0.8251533742331288,0.5741728922091782,0.8635354566555269,0.69506319499786,611,0.6402452498745669
Tuned XGBoost,0.4299999999999998,0.75875,0.4489795918367347,0.8098159509202454,0.5776805251641138,0.8635354566555269,0.69506319499786,588,0.6370961400897903
Tuned XGBoost,0.43999999999999984,0.761875,0.45200698080279234,0.7944785276073619,0.5761957730812013,0.8635354566555269,0.69506319499786,573,0.6309569353205304
Tuned XGBoost,0.44999999999999984,0.76875,0.460573476702509,0.7883435582822086,0.581447963800905,0.8635354566555269,0.69506319499786,558,0.632244910833053
